,Round,TeamA_NeutralG,TeamB_NeutralG,TeamA_AvgTotBlk,TeamB_AvgTotBlk,TeamA_AvgTotOppAst,TeamB_AvgTotOppAst,TeamA_AvgTotStl,TeamB_AvgTotStl,TeamA_Seed,TeamB_Seed,TeamA_TotOppDR,TeamB_TotOppDR,TeamA_TotOppFTM,TeamB_TotOppFTM,TeamA_TotPF,TeamB_TotPF,TeamA_AvgTotFGA3,TeamB_AvgTotFGA3,TeamA_TotOppScore,TeamB_TotOppScore,TeamA_TotOppStl,TeamB_TotOppStl,TeamA_AvgTotDR,TeamB_AvgTotDR,TeamA_TotTO,TeamB_TotTO,TeamA_AvgTotFGA,TeamB_AvgTotFGA,TeamA_TotOppOR,TeamB_TotOppOR,TeamA_TotOppBlk,TeamB_TotOppBlk,TeamA_TotFTA,TeamB_TotFTA,TeamA_AvgTotOppFGA3,TeamB_AvgTotOppFGA3,TeamA_HomeL,TeamB_HomeL,TeamA_AwayL,TeamB_AwayL,TeamA_NeutralW,TeamB_NeutralW,TeamA_AvgTotFGM3,TeamB_AvgTotFGM3,TeamA_TotL,TeamB_TotL,TeamA_TotOppPF,TeamB_TotOppPF,TeamA_TotStl,TeamB_TotStl,TeamA_TotOppFGA,TeamB_TotOppFGA,TeamA_TotOppAst,TeamB_TotOppAst,TeamA_TotFTM,TeamB_TotFTM,TeamA_TotAst,TeamB_TotAst,TeamA_NeutralL,TeamB_NeutralL,TeamA_TotBlk,TeamB_TotBlk,TeamA_TotOppFGA3,TeamB_TotOppFGA3,TeamA_HomeW,TeamB_HomeW,TeamA_AvgTotAst,TeamB_AvgTotAst,TeamA_AvgTotOppOR,TeamB_AvgTotOppOR,TeamA_AvgTotOppStl,TeamB_AvgTotOppStl,TeamA_AvgTotOppFGA,TeamB_AvgTotOppFGA,TeamA_TotOppFTA,TeamB_TotOppFTA,TeamA_TotDR,TeamB_TotDR,TeamA_AvgTotOppBlk,TeamB_AvgTotOppBlk,TeamA_TotOppFGM3,TeamB_TotOppFGM3,TeamA_TotOppFGM,TeamB_TotOppFGM,TeamA_AwayW,TeamB_AwayW,TeamA_AvgTotOppFGM3,TeamB_AvgTotOppFGM3,TotFGM3_diff,TotFGM3_ratio,TotFGA3_diff,TotFGA3_ratio,TotOR_diff,TotOR_ratio,TotOppTO_diff,TotOppTO_ratio,TotG_diff,TotG_ratio,AvgTotFTM_diff,AvgTotFTM_ratio,AvgTotFTA_diff,AvgTotFTA_ratio,AvgTotOR_diff,AvgTotOR_ratio,AvgTotTO_diff,AvgTotTO_ratio,AvgTotPF_diff,AvgTotPF_ratio,AvgTotOppScore_diff,AvgTotOppScore_ratio,AvgTotOppFGM_diff,AvgTotOppFGM_ratio,AvgTotOppFTA_diff,AvgTotOppFTA_ratio,AvgTotOppTO_diff,AvgTotOppTO_ratio,AvgTotOppPF_diff,AvgTotOppPF_ratio,TotScore_ratio,TotFGM_ratio,TotFGA_ratio,TotW_ratio,WinPct_ratio,AvgTotScore_ratio,AvgTotFGM_ratio,AvgTotOppFTM_ratio,AvgTotOppDR_ratio,Seed_diff,TeamA_Result,Round * TeamA_Seed,Round * Seed_diff
648,0,7,0,4.5,3.5,12.6,15.2,7.9,6.8,16,16,825,719,483,430,583,585,17.2,19.1,2188,2521,181,231,22.7,23.6,380,475,53.6,56.0,339,389,107,116,698,857,17.6,18.5,4,4,9,9,6,0,5.7,7.4,14,13,573,705,268,225,1751,1990,427,502,489,591,399,504,1,0,153,116,597,609,10,13,11.7,15.3,10.0,11.8,5.3,7.0,51.5,60.3,697,635,772,779,3.1,3.5,209,227,748,932,4,7,6.1,6.9,-48,0.8024691358024691,-46,0.9270998415213946,-49,0.8740359897172236,40,1.0930232558139534,1,1.0303030303030303,-3.4999999999999982,0.8044692737430168,-5.5,0.7884615384615384,-1.8000000000000007,0.847457627118644,-3.200000000000001,0.7777777777777777,-0.5999999999999979,0.9661016949152543,-12.0,0.8429319371727749,-6.199999999999999,0.7801418439716312,1.3000000000000007,1.0677083333333335,0.8000000000000007,1.0615384615384615,-4.5,0.7897196261682243,0.8451563691838292,0.8568232662192393,0.9859383450513791,1.0,0.9705882351970587,0.820125786163522,0.8302583025830258,1.0923076923076922,1.114678899082569,0,1,0,0
649,0,6,5,4.5,2.9,11.7,12.7,6.8,5.1,16,16,836,777,485,502,660,605,19.2,18.5,2088,2265,217,213,24.4,24.8,512,426,51.9,53.8,416,389,125,118,762,664,20.2,19.2,3,7,12,11,5,3,5.8,6.8,16,20,639,581,232,164,1801,1856,397,407,500,487,371,372,1,2,154,93,688,614,8,5,10.9,11.6,12.2,12.2,6.4,6.7,53.0,58.0,744,715,831,794,3.7,3.7,219,187,692,788,5,4,6.4,5.8,-20,0.9078341013824884,62,1.104906937394247,40,1.124223602484472,214,1.6604938271604939,2,1.0625,-0.5,0.9671052631578947,1.5999999999999979,1.0769230769230769,0.5,1.0495049504950495,1.799999999999999,1.1353383458646615,0.5,1.0264550264550265,-9.399999999999999,0.8672316384180792,-4.200000000000003,0.8292682926829267,-0.40000000000000213,0.9820627802690582,5.700000000000001,1.5643564356435644,0.6000000000000014,1.032967032967033,0.9717068645640075,0.9628099173553719,1.024376088218224,1.5,1.4117647066666665,0.9139465875370919,0.907488986784141,0.9108280254777071,1.0123456790123457,0,1,0,0
650,1,5,7,3.7,4.5,10.1,12.6,7.5,7.9,1,16,623,825,374,483,564,583,17.8,17.2,2061,2188,212,181,26.2,22.7,429,380,55.3,53.6,396,339,132,107,839,698,19.1,17.6,2,4,2,9,3,6,7.3,5.7,6,14,679,573,247,268,1917,1751,334,427,625,489,480,399,2,1,123,153,630,597,17,10,14.5,11.7,12.0,10.0,6.4,5.3,58.1,51.5,531,697,863,772,4.0,3.1,193,209,747,748,7,4,5.8,6.1,46,1.235897435897436,1,1.0017094017094017,71,1.2088235294117646,5,1.0106382978723405,-1,0.9705882352941176,4.499999999999998,1.3124999999999998,4.899999999999999,1.2390243902439024,2.5,1.25,1.8000000000000007,1.1607142857142858,0.0,1.0,-1.9000000000000057,0.9704968944099378,0.6000000000000014,1.0272727272727273,-4.399999999999999,0.7853658536585366,0.5999999999999996,1.0434782608695652,3.700000000000003,1.2189349112426038,1.1913357400722022,1.1579634464751958,1.0005485463521668,1.35,1.3909090908781818,1.2269938650306749,1.1955555555555555,0.795774647887324,0.7777777777777777,-15,1,1,-15
651,1,7,7,6.6,3.3,10.7,10.4,7.2,6.1,1,16,716,760,451,475,577,644,16.4,19.6,2090,2254,235,209,28.1,23.8,465,512,55.5,54.0,388,364,106,125,748,697,21.0,17.3,1,4,3,9,6,5,6.0,6.5,5,15,625,647,244,207,1973,1856,363,354,548,474,532,383,1,2,225,111,714,589,16,10,15.6,11.3,11.4,10.7,6.9,6.1,58.0,54.6,654,687,957,808,3.1,3.7,219,193,710,793,7,4,6.4,5.7,-17,0.9234234234234234,-110,0.8353293413173652,-32,0.9209876543209876,-35,0.9258474576271186,0,1.0,2.200000000000001,1.1582733812949642,1.5,1.0731707317073171,-0.9000000000000004,0.9243697478991596,-1.4000000000000004,0.9072847682119205,-1.8999999999999986,0.8994708994708995,-4.799999999999997,0.9276018099547512,-2.400000000000002,0.8969957081545064,-1.0,0.9504950495049505,-1.0,0.9280575539568345,-0.6000000000000014,0.9684210526315788,1.1251097453906935,1.1441213653603035,1.0266739248775176,1.5263157894736843,1.5263157897562327,1.1253731343283584,1.1416309012875536,0.9500000000000001,0.9419642857142858,-15,1,1,-15
652,1,7,6,4.2,4.5,10.3,11.7,10.7,6.8,1,16,742,836,392,485,603,660,17.6,19.2,1971,2088,197,217,23.9,24.4,431,512,58.1,51.9,412,416,119,125,766,762,17.6,20.2,1,3,3,12,6,5,5.8,5.8,5,16,649,639,365,232,1793,1801,351,397,545,500,510,371,1,1,144,154,600,688,15,8,15.0,10.9,12.1,12.2,5.8,6.4,52.7,53.0,605,744,812,831,3.5,3.7,187,219,696,692,8,5,5.5,6.4,1,1.0050761421319796,-54,0.9173047473200613,101,1.2790055248618784,98,1.1821561338289963,0,1.0,1.3000000000000007,1.08843537414966,0.10000000000000142,1.0044642857142858,3.0,1.2830188679245282,-2.4000000000000004,0.8410596026490066,-1.6999999999999993,0.9123711340206185,-3.3999999999999986,0.9446254071661238,0.10000000000000142,1.0049019607843137,-4.099999999999998,0.812785388127854,2.8999999999999986,1.1835443037974682,0.3000000000000007,1.0159574468085106,1.1937947494033412,1.257510729613734,1.118413597733711,1.6111111111111112,1.6111111093271604,1.1948051948051948,1.2572815533980581,0.8041958041958042,0.8861788617886178,-15,1,1,-15
653,1,6,4,2.8,4.0,9.8,8.4,7.9,7.0,1,16,613,702,352,375,509,507,17.1,18.2,1904,1694,201,145,25.6,25.7,357,319,54.8,52.9,355,336,96,88,718,618,20.8,16.4,1,0,1,8,6,3,6.2,6.6,2,9,639,501,252,204,1754,1585,314,245,511,425,475,312,0,1,89,116,666,477,14,9,14.8,10.8,11.1,11.6,6.3,5.0,54.8,54.7,518,558,820,746,3.0,3.0,212,141,670,589,10,8,6.6,4.9,7,1.0364583333333333,18,1.0340909090909092,111,1.43359375,50,1.12987012987013,3,1.103448275862069,1.3000000000000007,1.08843537414966,1.0999999999999979,1.0516431924882628,2.6999999999999993,1.3068181818181817,0.1999999999999993,1.018181818181818,-1.5999999999999996,0.9085714285714286,1.1000000000000014,1.0188356164383563,0.5999999999999979,1.0295566502463054,-3.0,0.84375,0.29999999999999893,1.0225563909774436,2.6999999999999993,1.1560693641618496,1.2729155877783531,1.330289193302892,1.1427640156453716,1.5,1.359375000815625,1.1531531531531531,1.2026431718061674,0.8527131782945736,0.7933884297520661,-15,1,1,-15
654,1,5,6,4.5,1.2,10.9,12.2,6.3,5.5,2,15,744,722,341,455,486,586,19.0,16.5,2002,2080,186,168,25.7,22.2,360,359,54.5,52.1,329,313,98,90,632,637,19.2,19.5,1,2,3,9,3,5,6.8,6.5,6,12,579,581,209,177,1822,1634,359,391,428,446,372,459,2,1,150,39,635,625,14,11,11.3,14.3,10.0,9.8,5.6,5.3,55.2,51.1,525,641,849,709,3.0,2.8,207,217,727,704,10,4,6.3,6.8,18,1.0869565217391304,99,1.1871455576559546,30,1.0996677740863787,-16,0.9607843137254902,1,1.03125,-0.9000000000000004,0.935251798561151,-0.6999999999999993,0.9648241206030151,0.5999999999999996,1.0638297872340425,-0.29999999999999893,0.9732142857142858,-3.6000000000000014,0.8032786885245901,-4.299999999999997,0.9338461538461539,0.0,1.0,-4.1,0.795,-0.9000000000000004,0.9296875,-0.6999999999999993,0.9615384615384616,1.0785413744740533,1.1130551816958276,1.0792316926770709,1.35,1.3090909088,1.0464071856287427,1.0818965517241381,0.7253521126760564,0.9955752212389379,-13,1,2,-13
655,1,5,2,3.8,3.8,10.9,13.3,7.5,8.8,2,15,649,754,358,422,523,563,16.4,20.0,1728,2154,197,222,23.7,24.8,393,469,50.4,57.5,335,384,102,97,579,634,17.6,21.8,1,1,3,9,3,2,5.9,6.6,6,10,568,568,234,282,1600,1839,338,425,394,425,459,439,2,0,119,121,545,699,16,13,14.8,13.7,10.8,12.0,6.4,6.9,51.6,57.5,538,605,735,792,3.3,3.0,166,220,602,756,6,7,5.4,6.9,-30,0.8584905660377359,-132,0.7940717628705148,-88,0.7647058823529411,-60,0.8802395209580839,-1,0.96875,-0.6000000000000014,0.9548872180451127,-1.1000000000000014,0.9444444444444444,-2.5,0.7863247863247863,-2.0,0.8639455782312925,-0.7000000000000028,0.9602272727272726,-11.599999999999994,0.8276374442793463,-4.200000000000003,0.8220338983050847,-1.5,0.9206349206349206,-1.5,0.9044585987261147,0.5,1.0280898876404494,0.8647948164146868,0.8498212157330155,0.8494565217391304,1.1363636363636365,1.1730205280000001,0.8934993084370677,0.8778625954198473,0.8712121212121212,0.8855932203389829,-13,0,2,-13
656,1,7,2,3.8,2.0,9.5,10.3,6.5,5.4,2,15,741,722,413,322,567,545,19.1,16.5,2093,2050,154,203,24.2,23.7,343,455,57.4,49.9,379,319,93,116,693,684,15.4,18.5,0,4,4,5,6,1,7.8,6.0,5,10,611,648,209,185,1839,1802,304,350,507,502,470,380,1,1,121,69,492,629,16,12,14.7,11.2,11.8,9.4,4.8,6.0,57.5,53.0,577,493,773,807,2.9,3.4,144,208,768,760,5,11,4.5,6.1,44,1.2156862745098038,51,1.0910714285714285,-26,0.9223880597014925,33,1.0772833723653397,-2,0.9411764705882353,1.0,1.0675675675675675,1.5999999999999979,1.079601990049751,-0.20000000000000107,0.9797979797979797,-2.700000000000001,0.7985074626865671,1.6999999999999993,1.10625,5.1000000000000085,1.0845771144278609,1.6000000000000014,1.0714285714285714,3.5,1.2413793103448276,1.8000000000000007,1.142857142857143,0.0,1.0,1.143835616438356,1.179245283018868,1.0831367924528301,1.125,1.1953124999003906,1.21583850931677,1.2522935779816513,1.3578947368421053,1.0943396226415094,-13,1,2,-13
657,1,5,7,4.3,3.0,10.0,15.2,6.8,6.6,2,15,738,779,344,427,513,564,17.2,22.5,1912,2500,140,180,24.8,24.5,350,402,55.3,61.8,312,405,92,140,623,668,18.8,21.5,2,1,5,9,5,4,6.0,8.4,7,13,550,568,224,218,1735,2012,330,501,432,520,440,510,0,3,142,99,619,711,16,11,13.3,15.5,9.5,12.3,4.2,5.5,52.6,61.0,493,645,819,808,2.8,4.2,198,265,685,904,5,5,6.0,8.0,-78,0.7184115523465704,-176,0.7631224764468372,-29,0.9238845144356955,-30,0.9354838709677419,0,1.0,-2.700000000000001,0.8291139240506329,-1.3000000000000007,0.9356435643564356,-0.8000000000000007,0.9304347826086956,-1.5999999999999996,0.8688524590163935,-1.6000000000000014,0.9064327485380116,-17.9,0.7638522427440634,-6.599999999999998,0.759124087591241,-4.6,0.7641025641025642,-0.9000000000000004,0.9361702127659575,-0.5,0.9709302325581395,0.8588058580548253,0.887459807073955,0.8936795688388045,1.3,1.30000000033,0.8587360594795539,0.8869257950530035,0.8062015503875969,0.9491525423728813,-13,1,2,-13
658,1,4,7,3.4,2.8,13.5,9.1,6.7,5.7,3,14,587,700,368,445,526,564,14.2,20.5,1945,1984,208,178,23.5,24.4,422,352,52.5,53.2,362,303,109,91,674,658,19.5,13.8,0,1,6,4,2,5,4.3,7.5,8,7,594,601,209,183,1707,1690,417,291,487,527,445,440,2,2,106,88,606,443,16,11,14.4,13.8,11.7,9.5,6.7,5.6,55.1,52.8,538,617,727,782,3.5,2.8,193,143,692,698,5,9,6.2,4.5,-108,0.55,-216,0.6702290076335878,68,1.2352941176470589,6,1.015267175572519,-1,0.96875,-0.8000000000000007,0.9515151515151514,1.0999999999999979,1.0533980582524272,2.5,1.2777777777777777,2.5999999999999996,1.2363636363636363,-0.6000000000000014,0.9659090909090908,0.7000000000000028,1.011290322580645,0.5,1.0229357798165137,-1.9000000000000021,0.9015544041450776,0.5999999999999996,1.048780487804878,0.3999999999999986,1.0212765957446808,0.9144933732364259,0.9669211195928753,0.9576719576719577,0.92,0.94967741952,0.9439124487004105,0.9959349593495934,0.8561151079136691,0.863013698630137,-11,1,3,-11
659,1,6,2,3.3,4.5,9.7,12.6,7.0,9.3,3,14,675,677,330,414,466,537,22.1,18.3,1772,1956,191,184,24.5,24.5,367,378,54.5,61.5,324,388,84,66,524,678,16.9,15.3,0,1,5,7,4,2,8.4,5.7,7,8,516,551,230,252,1688,1619,320,341,357,468,489,395,2,0,109,122,559,412,15,9,14.8,14.6,9.8,14.4,5.8,6.8,51.2,60.0,510,657,809,661,2.5,2.4,168,140,637,701,7,8,5.1,5.2,122,1.7870967741935484,235,1.4766734279918865,-21,0.943089430894309,25,1.05720823798627,6,1.2222222222222223,-6.5,0.6242774566473989,-9.200000000000001,0.6334661354581673,-3.1999999999999993,0.7664233576642336,-2.9000000000000004,0.7928571428571428,-5.799999999999999,0.7085427135678393,-18.700000000000003,0.7417127071823204,-6.699999999999999,0.7423076923076923,-8.8,0.6378600823045267,-2.1999999999999993,0.8641975308641976,-4.799999999999999,0.7647058823529412,1.123040380047506,1.1673414304993253,1.0837349397590361,1.368421052631579,1.1196172245812137,0.9179487179487179,0.9562043795620438,0.6535947712418301,0.8167330677290836,-11,1,3,-11
660,1,4,0,3.8,3.3,10.9,10.8,8.1,6.4,3,14,655,619,368,457,512,560,14.4,19.8,1900,2003,231,224,25.2,23.9,421,461,52.9,49.8,318,287,105,81,621,674,18.0,13.8,1,2,5,5,2,0,5.0,7.4,8,7,546,619,258,204,1704,1679,350,344,441,497,419,444,2,0,122,104,576,440,16,15,13.1,13.9,9.9,9.0,7.2,7.0,53.3,52.5,556,628,806,765,3.3,2.5,174,148,679,699,6,10,5.4,4.6,-79,0.6680672268907563,-173,0.7275590551181103,75,1.2622377622377623,2,1.0049751243781095,0,1.0,-1.6999999999999993,0.8903225806451613,-1.7000000000000028,0.9194312796208529,2.4000000000000004,1.2696629213483146,-1.200000000000001,0.9166666666666666,-1.5,0.9142857142857143,-3.200000000000003,0.9488817891373802,-0.6000000000000014,0.9724770642201834,-2.200000000000003,0.8877551020408162,0.0,1.0,-2.1999999999999993,0.8860103626943006,0.9444687363358111,1.0051546391752577,1.0627352572145545,0.96,0.96,0.9440559440559441,1.0041152263374484,0.8041958041958042,1.0621761658031088,-11,1,3,-11
661,1,5,0,3.9,4.1,12.6,11.8,6.1,7.4,3,14,786,547,321,322,525,408,18.1,15.9,2054,1734,186,168,25.9,22.0,391,369,51.7,47.0,339,274,98,90,805,640,21.9,15.2,1,1,4,8,5,0,6.4,6.4,5,9,673,533,208,199,1903,1442,429,319,581,463,497,353,0,0,133,112,743,410,15,12,14.6,13.1,10.0,10.1,5.5,6.2,56.0,53.4,480,443,879,593,2.9,3.3,255,134,739,639,9,6,7.5,5.0,46,1.2674418604651163,186,1.4335664335664335,126,1.6528497409326426,64,1.173913043478261,7,1.2592592592592593,0.0,1.0,0.0,1.0,2.3000000000000007,1.323943661971831,-2.1999999999999993,0.8394160583941607,0.3000000000000007,1.0198675496688743,-3.8000000000000043,0.9408099688473519,-2.0,0.9156118143459916,-2.299999999999999,0.8597560975609757,-0.9000000000000004,0.9338235294117647,0.10000000000000142,1.0050761421319798,1.232133261687265,1.2185970636215335,1.3850393700787402,1.6111111111111112,1.2794117633602942,0.9782293178519593,0.9691629955947136,0.7899159663865546,1.1379310344827587,-11,0,3,-11
662,1,6,1,6.2,3.0,13.8,11.2,8.9,5.8,4,13,768,638,455,388,566,495,18.1,17.9,2103,1904,251,167,24.2,23.4,442,357,58.4,50.5,444,300,109,72,721,605,21.5,16.5,2,1,5,4,4,0,6.1,6.8,9,6,634,498,311,167,1890,1569,483,324,487,464,509,364,2,1,217,87,752,478,17,13,14.5,12.6,12.7,10.3,7.2,5.8,54.0,54.1,671,551,847,680,3.1,2.5,224,158,712,679,5,10,6.4,5.4,16,1.0816326530612246,115,1.2215799614643545,295,2.378504672897196,191,1.5457142857142858,6,1.206896551724138,-2.0999999999999996,0.86875,-0.29999999999999716,0.9856459330143542,7.1,1.9594594594594594,0.29999999999999893,1.024390243902439,-0.9000000000000021,0.9473684210526314,-5.600000000000001,0.9147640791476408,-3.099999999999998,0.8675213675213677,0.1999999999999993,1.0105263157894737,3.4000000000000004,1.28099173553719,0.9000000000000021,1.052325581395349,1.221624266144814,1.2991329479768785,1.3954918032786885,1.1304347826086956,0.9366459632388334,1.0113475177304965,1.0753138075313808,0.9701492537313433,0.9954545454545454,-9,1,4,-9
663,1,5,4,2.8,2.2,12.5,12.8,6.0,5.1,4,13,704,696,282,293,418,444,19.6,19.9,2014,2057,165,192,24.3,24.8,295,327,57.6,54.7,327,270,100,83,528,568,19.8,19.6,1,0,5,9,4,4,7.3,7.8,7,9,496,542,193,158,1808,1732,400,396,375,439,452,431,1,0,91,68,633,608,16,11,14.1,13.9,10.2,8.7,5.2,6.2,56.5,55.9,414,427,778,768,3.1,2.7,210,216,761,774,5,7,6.6,7.0,-8,0.9670781893004116,10,1.0162337662337662,55,1.193661971830986,44,1.127906976744186,1,1.032258064516129,-2.5,0.823943661971831,-1.8000000000000007,0.9016393442622951,1.4000000000000004,1.1521739130434783,-1.3000000000000007,0.8761904761904761,-1.200000000000001,0.916083916083916,-3.500000000000007,0.9472891566265059,-1.1999999999999993,0.9520000000000001,-0.9000000000000004,0.9347826086956521,1.0,1.09009009009009,-2.0,0.8857142857142857,1.0568383658969804,1.127388535031847,1.0867256637168141,1.1363636363636365,1.1008522732776989,1.0247933884297522,1.0948616600790513,0.9263157894736843,0.9777777777777777,-9,1,4,-9
664,1,5,4,3.2,5.5,11.2,10.5,7.5,5.5,4,13,761,679,391,404,573,502,17.7,12.3,1918,2074,186,197,23.8,25.4,379,474,51.7,51.7,310,355,113,107,762,818,13.6,16.7,2,1,3,8,4,3,6.2,4.0,6,10,685,677,247,182,1673,1843,369,346,538,538,425,378,1,1,104,183,448,550,17,14,12.9,11.5,9.4,10.8,5.6,6.0,50.7,55.8,596,568,786,838,3.4,3.2,147,186,690,742,6,6,4.5,5.6,71,1.5378787878787878,180,1.4444444444444444,-91,0.7660668380462725,98,1.2419753086419754,0,1.0,0.0,1.0,-1.6999999999999993,0.9314516129032259,-2.8000000000000007,0.7627118644067796,-2.9000000000000004,0.798611111111111,2.1999999999999993,1.144736842105263,-4.699999999999996,0.9251592356687899,-1.6000000000000014,0.9288888888888889,0.9000000000000021,1.052325581395349,2.8999999999999986,1.235772357723577,0.3000000000000007,1.0146341463414634,1.0102495543672014,0.9695044472681067,0.9994138335287222,1.173913043478261,1.1739130431663516,1.0102941176470588,0.9705882352941176,0.9672131147540984,1.1213592233009708,-9,1,4,-9
665,1,7,3,3.6,3.6,11.2,12.8,7.0,8.1,4,13,707,722,425,333,603,459,19.0,20.5,2026,1979,184,181,21.3,21.6,383,351,57.1,57.4,361,318,112,112,599,543,14.8,13.6,1,2,3,6,4,2,6.8,7.6,7,9,550,480,232,242,1688,1672,370,384,413,401,528,431,3,1,120,107,487,408,15,11,16.0,14.4,10.9,10.6,5.6,6.0,51.2,55.7,623,479,702,648,3.4,3.7,161,122,720,762,7,8,4.9,4.1,-3,0.9868421052631579,11,1.0178861788617886,139,1.4587458745874586,25,1.0560538116591929,3,1.1,-0.9000000000000004,0.9328358208955224,0.09999999999999787,1.005524861878453,3.3000000000000007,1.3267326732673268,-0.09999999999999964,0.9914529914529915,3.0,1.196078431372549,-4.600000000000001,0.9303030303030303,-3.599999999999998,0.8582677165354331,2.8999999999999986,1.18125,-0.5999999999999996,0.9597315436241611,0.6999999999999993,1.04375,1.0427979751495629,1.0544041450777202,1.0940766550522647,1.2380952380952381,1.1255411257142858,0.9488950276243093,0.9610894941634242,1.1621621621621623,0.887966804979253,-9,0,4,-9
666,1,0,4,5.8,4.7,11.4,11.8,7.2,5.8,5,12,770,696,400,385,559,506,19.8,13.3,2098,1996,217,183,28.1,26.2,464,389,57.1,56.8,347,358,79,94,688,550,18.8,17.2,3,5,6,5,0,3,6.5,4.0,9,11,595,519,237,179,1929,1810,376,367,486,399,528,436,0,1,192,147,619,532,18,11,16.0,14.1,10.5,11.5,6.6,5.9,58.5,58.4,573,555,927,813,2.4,3.0,194,179,752,716,6,6,5.9,5.8,89,1.712,243,1.5912408759124088,48,1.1411764705882352,81,1.2361516034985423,2,1.064516129032258,1.799999999999999,1.13953488372093,3.1000000000000014,1.1751412429378532,0.8000000000000007,1.0727272727272728,1.5999999999999996,1.128,0.5999999999999979,1.03680981595092,-0.8000000000000043,0.9875776397515528,-0.3000000000000007,0.987012987012987,-0.5,0.9720670391061452,1.700000000000001,1.1531531531531531,1.3000000000000007,1.0778443113772456,1.1203438395415473,1.048407643312102,1.0710227272727273,1.2,1.1272727274136365,1.0533333333333332,0.984189723320158,0.9758064516129031,1.0355555555555556,-7,0,5,-7
667,1,6,5,3.1,5.6,11.5,10.9,11.8,7.1,5,12,803,661,482,432,677,558,22.6,20.9,2203,1930,205,216,20.9,24.8,402,426,62.4,56.9,379,332,120,95,649,649,16.7,16.2,2,1,3,4,3,4,7.9,6.9,8,6,599,588,402,221,1722,1702,392,337,455,417,500,465,3,1,107,173,568,503,15,14,14.7,15.0,11.1,10.7,6.0,7.0,50.6,54.9,706,604,712,768,3.5,3.1,191,162,765,668,8,7,5.6,5.2,55,1.255813953488372,121,1.187017001545595,68,1.1683168316831682,247,1.5771028037383177,3,1.096774193548387,-0.09999999999999964,0.9925925925925926,-1.7999999999999972,0.9138755980861245,0.9000000000000004,1.0692307692307692,-1.8999999999999986,0.8613138686131387,1.8999999999999986,1.1055555555555554,2.5,1.0401284109149278,1.0,1.0465116279069768,1.3000000000000007,1.0666666666666667,6.099999999999998,1.4420289855072461,-1.3999999999999986,0.9263157894736843,1.1789237668161434,1.1914893617021276,1.2011331444759208,1.04,0.9482352935662117,1.0751043115438108,1.0852713178294573,1.0215827338129495,1.107981220657277,-7,1,5,-7
668,1,5,4,4.8,4.0,10.0,10.8,7.5,8.5,5,12,746,736,429,420,575,591,17.6,15.6,2011,2163,190,223,25.5,25.2,397,507,56.3,57.0,362,329,90,99,736,755,19.0,16.4,2,2,5,5,4,3,5.6,5.0,8,8,626,640,240,289,1779,1882,320,368,552,536,386,442,1,1,152,136,609,557,15,17,12.1,13.0,11.3,9.7,5.9,6.6,55.6,55.4,624,616,817,856,2.8,2.9,196,191,693,776,5,6,6.1,5.6,7,1.04093567251462,33,1.0622641509433963,-68,0.8365384615384616,-58,0.8905660377358491,-2,0.9411764705882353,1.5,1.0949367088607596,0.8000000000000007,1.0360360360360361,-1.299999999999999,0.8934426229508198,-2.5,0.8322147651006712,0.6000000000000014,1.0344827586206897,-0.8000000000000043,0.9874213836477986,-1.1000000000000014,0.9517543859649122,1.3999999999999986,1.0773480662983426,-0.7999999999999989,0.9487179487179488,0.8000000000000007,1.0425531914893618,0.949569495694957,0.9157043879907621,0.930304594734125,0.9230769230769231,0.9807692312218935,1.00976290097629,0.9725490196078431,1.0806451612903225,1.0787037037037037,-7,0,5,-7
669,1,5,5,4.3,5.1,8.6,13.2,5.7,8.4,5,12,807,873,324,416,475,576,22.2,20.6,1901,2287,192,193,25.2,25.6,331,386,55.9,62.1,313,408,79,106,569,829,13.4,21.1,3,1,6,6,3,4,7.4,6.8,11,8,593,693,193,286,1833,2008,292,448,360,567,455,428,2,1,146,175,455,718,15,16,13.4,12.6,9.2,12.0,5.6,5.7,53.9,59.1,469,629,856,872,2.3,3.1,133,225,722,823,5,6,3.9,6.6,21,1.0909090909090908,53,1.0756062767475036,-54,0.8786516853932584,-147,0.722117202268431,0,1.0,-6.1,0.6347305389221557,-7.699999999999999,0.6844262295081968,-1.5999999999999996,0.8778625954198473,-1.700000000000001,0.850877192982456,-2.8999999999999986,0.8284023668639054,-11.399999999999999,0.8306092124814265,-3.0,0.8760330578512396,-4.699999999999999,0.745945945945946,-4.4,0.717948717948718,-3.0,0.8529411764705882,0.8413897280966768,0.8735135135135135,0.9004739336492891,0.8846153846153846,0.8846153847159763,0.8408215661103979,0.875,0.778688524590164,0.9221789883268482,-7,0,5,-7
